po_id,vendor_id,material_id,quantity_tons,price_per_ton,total_value,order_date
10488,2124,4214,12.54,551.13,6911.17,2023-01-28
10489,796,1594,17.93,680.73,12205.49,2023-07-29
10490,4410,332,19.48,483.82,9424.81,2023-02-14
10491,1839,1287,10.45,670.66,7008.4,2023-03-07
10492,1244,774,21.38,400.22,8556.7,2023-06-27
10493,2426,4190,20.64,573.27,11832.29,2024-11-09
10494,3052,4410,23.23,417.59,9700.62,2023-06-07
10495,4390,4092,22.39,676.06,15136.98,2024-02-16
10496,4775,899,10.96,355.06,3891.46,2024-06-27
10497,480,3191,11.53,683.76,7883.75,2023-11-13
10498,8,349,24.78,800.05,19825.24,2024-02-02
10499,4079,3623,8.55,906.84,7753.48,2024-10-15
10500,2570,4267,15.49,496.73,7694.35,2023-12-02
10501,3291,2309,20.52,925.86,18998.65,2024-02-13
10502,973,4881,19.98,815.04,16284.5,2024-03-21
10503,1477,916,19.48,480.63,9362.67,2024-09-17
10504,1187,1467,7.82,908.1,7101.34,2023-03-18
10505,524,373,8.87,360.26,3195.51,2023-10-19
10506,1778,924,8.26,501.76,4144.54,2023-10-16
10507,4656,917,19.65,912.6,17932.59,2023-04-03
10508,1257,3329,14.42,719.0,10367.98,2024-08-25
10509,2275,4714,17.19,936.06,16090.87,2024-12-08
10510,4209,1632,15.54,741.01,11515.3,2023-04-24
10511,1797,3539,19.71,361.94,7133.84,2024-03-08
10512,1378,18,13.2,792.5,10461.0,2023-03-05
10513,1322,4418,5.11,911.75,4659.04,2023-12-11
10514,790,32,8.87,587.62,5212.19,2023-11-26
10515,1471,2214,17.64,545.98,9631.09,2023-09-08
10516,4505,16,22.73,889.49,20218.11,2023-12-30
10517,3424,1401,16.06,447.1,7180.43,2024-11-06
10518,512,489,20.57,810.38,16669.52,2024-04-06
10519,1344,3747,12.96,768.5,9959.76,2024-03-22
10520,1453,4554,23.67,864.68,20466.98,2023-07-31
10521,3157,1670,22.64,650.96,14737.73,2023-08-08
10522,683,4143,21.29,594.51,12657.12,2023-12-11
10523,4443,3298,17.7,879.96,15575.29,2023-07-01
10524,3556,4524,12.95,412.85,5346.41,2023-11-09
10525,610,1556,24.3,415.2,10089.36,2023-06-08
10526,1648,1849,18.28,824.66,15074.78,2024-09-15
10527,4163,1834,8.05,753.82,6068.25,2023-12-24
10528,4916,519,22.95,626.65,14381.62,2024-06-25
10529,163,3327,14.54,774.95,11267.77,2024-05-08
10530,356,3462,14.86,406.98,6047.72,2024-10-06
10531,1369,52,19.47,845.31,16458.19,2024-10-12
10532,823,2183,22.98,672.94,15464.16,2023-09-11
10533,3827,4971,20.41,722.7,14750.31,2024-03-31
10534,4122,907,24.13,420.07,10136.29,2023-12-27
10535,4369,2024,24.4,601.4,14674.16,2024-07-08
10536,4076,1460,18.86,559.97,10561.03,2024-11-22
10537,1235,3202,5.33,779.71,4155.85,2024-01-21
10538,3271,4374,12.37,922.0,11405.14,2024-01-29
10539,2900,4709,20.27,716.98,14533.18,2023-04-07
10540,2524,4156,7.77,618.93,4809.09,2024-08-30
10541,2814,2672,16.31,921.45,15028.85,2023-08-17
10542,74,3641,17.05,752.7,12833.54,2023-11-02
10543,4980,185,22.73,697.6,15856.45,2024-03-31
10544,3376,3466,10.36,635.11,6579.74,2024-08-27
10545,3588,4703,24.77,532.71,13195.23,2024-09-25
10546,32,4533,12.93,362.96,4693.07,2024-09-01
10547,4080,2089,14.15,761.6,10776.64,2024-07-26
10548,4678,2329,12.04,720.68,8676.99,2024-02-20
10549,1586,4983,10.52,922.16,9701.12,2024-05-31
10550,3786,1987,21.94,417.53,9160.61,2023-10-23
10551,2813,1690,21.78,661.39,14405.07,2024-02-13
10552,4369,876,19.66,671.86,13208.77,2024-01-25
10553,230,2173,10.86,700.57,7608.19,2023-10-24
10554,1366,4217,11.32,825.4,9343.53,2024-02-08
10555,1401,969,22.52,546.0,12295.92,2023-02-02
10556,3758,321,8.28,433.72,3591.2,2024-02-11
10557,502,149,13.0,681.73,8862.49,2024-07-11
10558,2070,2938,8.58,670.78,5755.29,2024-06-16
10559,4558,4421,7.09,482.86,3423.48,2024-08-09
10560,338,2703,16.11,874.96,14095.61,2024-05-09
10561,4515,1942,11.1,838.88,9311.57,2024-09-25
10562,869,4533,16.9,634.24,10718.66,2023-12-22
10563,120,1224,13.32,869.3,11579.08,2024-04-02
10564,388,6,20.77,899.12,18674.72,2023-08-06
10565,3198,3304,5.92,556.95,3297.14,2023-04-15
10566,4887,2916,16.84,871.66,14678.75,2024-10-22
10567,2929,3174,9.07,896.7,8133.07,2023-10-27
10568,4632,1570,6.94,506.64,3516.08,2024-03-24
10569,2411,3539,24.57,748.98,18402.44,2024-04-04
10570,3931,160,16.39,651.59,10679.56,2024-10-31
10571,3396,287,7.37,633.26,4667.13,2023-02-01
10572,3504,3051,7.26,800.07,5808.51,2024-12-05
10573,2422,2483,7.46,488.56,3644.66,2023-09-16
10574,355,3223,7.63,707.18,5395.78,2024-05-10
10575,3457,4577,10.49,555.77,5830.03,2024-02-15
10576,2465,317,21.37,574.54,12277.92,2024-01-22
10577,958,2651,7.84,816.87,6404.26,2023-12-19
10578,3914,1122,17.23,611.71,10539.76,2023-11-19
10579,1510,1482,23.65,810.87,19177.08,2023-05-08
10580,1766,2416,17.18,549.07,9433.02,2024-03-26
10581,2518,3936,20.86,505.17,10537.85,2024-02-03
10582,2668,3051,11.07,523.14,5791.16,2024-09-03
10583,1399,790,9.46,612.24,5791.79,2023-08-26
10584,4007,671,15.69,537.52,8433.69,2023-05-21
10585,1788,833,10.75,787.19,8462.29,2023-06-20
10586,4882,462,19.03,867.11,16501.1,2023-01-04
10587,1515,749,19.82,586.63,11627.01,2023-03-11
10588,1941,1173,23.59,817.48,19284.35,2024-10-10
10589,3487,2218,24.4,646.79,15781.68,2024-07-02
10590,2839,4553,17.85,788.9,14081.87,2023-11-25
10591,2661,1401,19.25,542.74,10447.75,2023-07-05
10592,2837,1147,16.69,533.16,8898.44,2024-12-30
10593,948,4116,22.18,410.84,9112.43,2023-12-02
10594,3676,546,14.79,718.97,10633.57,2023-02-26
10595,387,2976,11.72,381.34,4469.3,2023-11-12
10596,3721,2518,16.99,505.0,8579.95,2023-10-03
10597,1760,2922,14.43,808.81,11671.13,2023-05-25
10598,2424,919,10.95,874.31,9573.69,2024-04-17
10599,4679,3764,7.38,698.35,5153.82,2023-07-24
10600,4941,1665,10.2,858.44,8756.09,2023-02-07
10601,4378,249,11.67,643.0,7503.81,2023-08-16
10602,3452,682,8.9,667.91,5944.4,2023-03-12
10603,4270,4923,18.77,493.79,9268.44,2023-07-06
10604,3887,4146,13.54,372.46,5043.11,2024-07-01
10605,4562,560,22.79,837.25,19080.93,2023-12-28
10606,3893,1609,20.89,637.95,13326.78,2023-01-10
10607,1507,2589,10.7,682.91,7307.14,2024-12-01
10608,3647,2505,6.25,458.92,2868.25,2024-02-23
10609,2683,1855,11.53,746.54,8607.61,2024-05-09
10610,410,832,21.24,820.55,17428.48,2024-06-08
10611,3481,3919,16.29,414.43,6751.06,2023-07-12
10612,4068,718,10.85,871.61,9456.97,2024-05-05
10613,1332,4854,13.85,577.34,7996.16,2024-02-12
10614,2543,1839,16.78,389.18,6530.44,2023-08-03
10615,4953,4716,21.27,431.93,9187.15,2023-09-21
10616,3523,2147,22.77,727.46,16564.26,2023-12-16
10617,4800,238,6.05,702.53,4250.31,2024-12-07
10618,4879,4540,5.74,378.93,2175.06,2023-12-15
10619,4353,1917,14.59,696.46,10161.35,2024-12-01
10620,697,4427,19.18,448.24,8597.24,2024-08-31
10621,2356,1395,13.19,663.24,8748.14,2024-10-28
10622,4216,4233,10.9,516.16,5626.14,2023-11-01
10623,3751,4775,17.39,913.5,15885.77,2024-01-15
10624,3039,4017,13.76,686.62,9447.89,2023-12-03
10625,4260,1036,17.7,692.61,12259.2,2024-06-14
10626,421,1468,19.84,855.55,16974.11,2023-05-27
10627,3791,4414,6.43,797.12,5125.48,2024-09-15
10628,607,1128,18.21,747.54,13612.7,2023-11-03
10629,4985,3702,15.58,462.52,7206.06,2023-03-25
10630,4757,4335,14.24,905.74,12897.74,2023-11-03
10631,2693,811,23.32,507.62,11837.7,2023-09-30
10632,4067,1310,20.9,473.67,9899.7,2024-06-19
10633,859,680,24.9,939.23,23386.83,2023-07-06
10634,1720,4327,19.52,732.92,14306.6,2024-05-29
10635,4394,935,11.83,610.65,7223.99,2023-03-25
10636,4028,4414,16.56,715.85,11854.48,2023-03-23
10637,4723,94,10.5,899.86,9448.53,2023-01-24
10638,4693,1368,19.76,720.32,14233.52,2023-04-18
10639,3035,2586,13.91,696.26,9684.98,2023-06-01
10640,3465,4794,16.21,605.14,9809.32,2023-08-01
10641,733,2565,9.42,823.59,7758.22,2024-05-31
10642,3807,98,15.77,362.4,5715.05,2024-11-15
10643,3233,164,11.37,425.92,4842.71,2023-05-05
10644,4789,654,7.44,494.68,3680.42,2023-01-11
10645,1030,4699,9.97,864.59,8619.96,2024-04-30
10646,2582,2864,11.15,737.79,8226.36,2023-05-05
10647,4702,484,9.87,605.96,5980.83,2024-12-07
10648,828,4115,15.62,845.81,13211.55,2023-05-06
10649,1112,2453,5.85,546.64,3197.84,2023-08-06
10650,571,2812,19.29,473.95,9142.5,2024-12-14
10651,1685,3106,20.9,668.56,13972.9,2024-02-16
10652,1778,2857,7.8,613.92,4788.58,2024-06-05
10653,2010,1713,19.41,590.57,11462.96,2023-12-28
10654,59,2736,9.84,721.21,7096.71,2024-07-11
10655,3525,741,11.44,874.29,10001.88,2024-01-11
10656,2018,705,17.66,525.14,9273.97,2024-10-28
10657,3077,1962,11.69,581.5,6797.73,2024-08-21
10658,2841,948,14.75,461.56,6808.01,2023-04-14
10659,349,1098,12.6,497.66,6270.52,2024-06-04
10660,1489,3744,23.22,632.92,14696.4,2023-01-29
10661,3456,3099,22.11,676.82,14964.49,2024-02-24
10662,2417,1451,5.09,898.47,4573.21,2024-06-17
10663,2101,563,6.64,834.34,5540.02,2024-12-22
10664,859,3784,18.66,395.93,7388.05,2023-11-28
10665,4387,2455,17.69,472.84,8364.54,2024-02-24
10666,3059,1020,21.56,375.71,8100.31,2023-02-08
10667,11,1109,8.78,686.13,6024.22,2024-05-17
10668,1170,3987,24.6,354.96,8732.02,2024-03-05
10669,4171,840,9.17,430.59,3948.51,2023-09-27
10670,3714,951,17.68,755.86,13363.6,2024-06-25
10671,2597,1732,20.1,487.95,9807.8,2023-01-23
10672,368,3428,16.51,695.08,11475.77,2024-05-22
10673,4972,30,13.04,767.1,10002.98,2024-08-06
10674,2280,4171,8.47,653.39,5534.21,2024-04-10
10675,2873,917,20.31,872.7,17724.54,2024-12-24
10676,2693,4405,9.74,848.86,8267.9,2024-04-09
10677,3716,2179,7.72,644.58,4976.16,2023-07-21
10678,4529,4588,5.43,930.7,5053.7,2023-05-03
10679,2220,288,20.78,804.54,16718.34,2023-07-27
10680,4128,4283,11.1,474.96,5272.06,2023-03-08
10681,3850,3631,15.15,473.33,7170.95,2024-10-29
10682,1823,1918,19.95,927.08,18495.25,2023-08-08
10683,3683,115,13.09,806.59,10558.26,2023-09-15
10684,4957,103,6.89,780.48,5377.51,2024-09-29
10685,2860,1582,23.26,915.25,21288.72,2024-06-08
10686,190,1527,21.52,874.01,18808.7,2024-07-12
10687,2167,1367,7.55,429.94,3246.05,2023-02-10
10688,1396,1906,23.48,390.69,9173.4,2023-03-29
10689,2918,3689,17.22,784.5,13509.09,2024-04-17
10690,2290,544,7.68,511.12,3925.4,2023-01-21
10691,4847,2230,6.13,764.08,4683.81,2023-04-13
10692,3042,1968,16.3,445.74,7265.56,2024-07-18
10693,3955,2536,17.86,385.7,6888.6,2023-04-12
10694,1182,2270,24.1,904.16,21790.26,2024-07-11
10695,4572,3889,24.04,366.9,8820.28,2023-06-04
10696,4705,3334,19.89,939.78,18692.22,2023-07-29
10697,4064,2446,8.67,573.92,4975.89,2023-05-28
10698,1753,1413,8.71,358.39,3121.58,2024-03-05
10699,423,291,6.99,670.14,4684.28,2023-07-17
10700,813,3126,11.11,665.5,7393.7,2023-08-09
10701,4475,3272,6.01,357.2,2146.77,2024-04-04
10702,1241,288,18.89,451.9,8536.39,2023-02-02
10703,1937,3203,16.89,817.66,13810.28,2024-02-29
10704,2953,1611,19.43,392.05,7617.53,2024-02-24
10705,82,2777,24.17,700.04,16919.97,2024-04-21
10706,491,785,14.52,537.79,7808.71,2024-05-21
10707,4613,101,9.87,550.12,5429.68,2023-01-27
10708,3781,733,20.97,479.71,10059.52,2023-07-14
10709,3699,1407,20.05,370.76,7433.74,2023-06-14
10710,3119,4640,6.87,472.52,3246.21,2023-02-12
10711,620,3194,19.86,633.57,12582.7,2024-05-22
10712,2080,2591,7.85,421.97,3312.46,2024-12-27
10713,917,4064,20.47,796.09,16295.96,2023-04-24
10714,561,3883,16.39,678.29,11117.17,2023-01-07
10715,3335,441,14.1,533.84,7527.14,2023-05-29
10716,2402,1080,21.5,805.75,17323.62,2023-07-08
10717,3255,127,12.21,405.71,4953.72,2023-05-28
10718,4815,2211,11.85,478.8,5673.78,2023-03-26
10719,140,4779,7.84,789.54,6189.99,2023-10-06
10720,3887,1477,11.1,843.98,9368.18,2024-01-20
10721,1497,3447,17.34,474.95,8235.63,2024-10-18
10722,1841,1070,17.51,539.48,9446.29,2024-04-26
10723,4938,2459,13.18,740.93,9765.46,2024-07-24
10724,1098,2215,5.48,932.4,5109.55,2023-12-20
10725,4425,2874,21.54,565.45,12179.79,2023-04-25
10726,871,4711,12.65,428.85,5424.95,2024-11-14
10727,4400,4764,7.21,923.05,6655.19,2023-04-04
10728,3315,2340,8.41,607.92,5112.61,2024-09-13
10729,2092,3924,21.05,880.94,18543.79,2024-07-23
10730,4209,3452,13.56,877.28,11895.92,2023-05-10
10731,482,80,9.28,577.62,5360.31,2024-05-27
10732,2121,194,15.51,537.18,8331.66,2024-06-07
10733,4567,726,19.98,612.99,12247.54,2024-08-01
10734,2389,4647,7.19,369.52,2656.85,2023-05-14
10735,413,3307,6.72,530.47,3564.76,2024-08-07
10736,1652,3220,19.74,808.45,15958.8,2024-09-14
10737,1617,2671,24.24,725.2,17578.85,2023-08-24
10738,3581,2216,10.57,511.41,5405.6,2024-04-04
10739,1293,961,23.89,373.44,8921.48,2023-08-18
10740,2610,2248,16.48,666.67,10986.72,2024-03-18
10741,80,1378,8.75,778.65,6813.19,2023-03-09
10742,4028,1216,24.96,469.58,11720.72,2023-01-15
10743,1706,1785,12.19,547.31,6671.71,2023-01-03
10744,4252,3088,6.22,360.9,2244.8,2023-09-12
10745,3304,3715,20.87,796.27,16618.15,2023-09-03
10746,28,4229,16.87,717.31,12101.02,2024-06-17
10747,738,994,16.43,816.89,13421.5,2023-09-16
10748,190,4749,7.38,828.99,6117.95,2023-04-05
10749,1248,1926,12.69,801.78,10174.59,2023-05-23
10750,3742,4768,18.71,470.92,8810.91,2024-11-20
10751,3767,367,15.64,814.0,12730.96,2024-02-02
10752,2760,2460,5.18,827.09,4284.33,2024-07-10
10753,4487,3484,24.78,920.57,22811.72,2024-05-06
10754,333,416,25.0,583.1,14577.5,2023-01-24
10755,4830,4220,23.43,839.56,19670.89,2023-10-11
10756,973,793,18.69,499.42,9334.16,2023-09-08
10757,788,4288,24.06,399.49,9611.73,2023-03-29
10758,4549,3026,11.37,747.29,8496.69,2024-12-11
10759,4697,2532,10.18,650.75,6624.64,2023-06-03
10760,2129,99,24.46,463.47,11336.48,2023-03-12
10761,1960,2276,12.26,544.37,6673.98,2024-02-27
10762,3073,4709,13.22,617.89,8168.51,2024-09-13
10763,2240,3314,16.94,520.03,8809.31,2024-03-18
10764,783,480,13.83,779.67,10782.84,2024-07-17
10765,132,1141,7.76,878.74,6819.02,2024-12-24
10766,4154,1247,20.4,896.15,18281.46,2023-05-22
10767,4887,2368,18.05,658.0,11876.9,2023-01-02
10768,1153,276,7.99,884.41,7066.44,2024-06-27
10769,4071,2147,11.93,882.35,10526.44,2024-12-06
10770,1863,2937,11.5,431.57,4963.06,2024-10-14
10771,1309,1821,24.42,596.95,14577.52,2023-12-19
10772,2414,715,24.91,360.44,8978.56,2023-06-13
10773,4588,1143,17.4,945.49,16451.53,2024-07-18
10774,952,3430,19.02,414.31,7880.18,2023-03-13
10775,2682,2835,17.57,821.78,14438.67,2024-08-01
10776,3257,938,5.36,749.34,4016.46,2023-02-02
10777,1795,454,6.22,710.97,4422.23,2023-09-28
10778,699,1047,13.53,364.12,4926.54,2024-07-29
10779,710,243,9.85,435.99,4294.5,2023-04-02
10780,1440,1643,19.47,797.38,15524.99,2023-05-11
10781,3500,563,16.36,944.12,15445.8,2023-12-26
10782,2167,4362,6.79,367.62,2496.14,2024-01-19
10783,3566,2664,5.23,791.26,4138.29,2023-08-18
10784,2119,2557,24.11,813.14,19604.81,2024-01-26
10785,2503,1456,19.51,932.39,18190.93,2023-05-28
10786,1793,2457,24.57,601.38,14775.91,2024-01-28
10787,722,2728,21.5,365.09,7849.43,2023-08-31
10788,1680,2533,5.14,649.53,3338.58,2024-05-18
10789,2865,4574,21.91,505.68,11079.45,2024-03-07
10790,4381,1386,6.66,949.5,6323.67,2023-06-17
10791,1034,3759,23.8,804.12,19138.06,2024-11-15
10792,32,4173,24.05,586.54,14106.29,2024-02-06
10793,3174,2877,21.95,772.16,16948.91,2024-12-16
10794,1066,2262,20.66,921.62,19040.67,2023-03-20
10795,3621,3349,24.13,722.84,17442.13,2024-07-12
10796,2209,2404,13.84,863.76,11954.44,2024-04-29
10797,1308,4737,14.34,398.31,5711.77,2023-03-03
10798,300,3382,17.78,566.96,10080.55,2023-04-22
10799,4634,3960,21.13,531.98,11240.74,2023-11-05
10800,2566,2228,24.47,425.33,10407.83,2023-08-03
10801,3435,3100,11.15,534.34,5957.89,2024-07-14
10802,712,2755,8.05,416.28,3351.05,2024-10-14
10803,2919,1341,13.66,501.67,6852.81,2024-01-01
10804,141,3275,10.14,821.39,8328.89,2024-11-06
10805,721,1014,18.82,830.62,15632.27,2023-04-14
10806,1603,4479,18.41,717.48,13208.81,2024-07-17
10807,2041,21,6.61,438.05,2895.51,2024-11-15
10808,2764,4807,13.58,534.03,7252.13,2023-10-22
10809,1465,531,15.01,868.4,13034.68,2024-06-24
10810,3439,4398,15.34,702.01,10768.83,2023-01-24
10811,150,2846,24.86,593.09,14744.22,2023-04-11
10812,1489,747,21.33,945.78,20173.49,2023-06-14
10813,1607,2286,21.3,572.64,12197.23,2023-03-26
10814,241,971,21.04,461.89,9718.17,2024-12-26
10815,4325,3473,13.03,536.57,6991.51,2023-01-05
10816,1166,824,21.48,493.83,10607.47,2024-12-31
10817,3155,434,19.6,873.38,17118.25,2023-03-01
10818,1652,861,9.05,387.49,3506.78,2024-08-31
10819,4952,406,13.93,846.84,11796.48,2023-03-24
10820,109,1720,6.79,515.61,3500.99,2023-11-01
10821,957,1972,23.38,634.91,14844.2,2023-04-20
10822,811,4831,20.0,647.83,12956.6,2024-04-22
10823,374,860,20.24,682.87,13821.29,2024-10-07
10824,1275,2907,20.15,880.46,17741.27,2024-12-01
10825,418,4157,19.31,936.66,18086.9,2023-09-22
10826,3823,4292,6.97,738.81,5149.51,2023-12-03
10827,987,632,22.35,902.76,20176.69,2023-07-30
10828,2767,4343,24.16,554.44,13395.27,2023-06-19
10829,1364,4573,19.12,363.58,6951.65,2024-06-25
10830,4282,29,18.52,852.27,15784.04,2024-04-27
10831,461,1858,7.75,630.79,4888.62,2024-04-24
10832,3496,226,7.24,599.3,4338.93,2024-07-19
10833,3851,1267,18.81,416.64,7837.0,2023-05-13
10834,4818,3148,22.88,756.11,17299.8,2023-09-15
10835,4387,1622,14.62,814.94,11914.42,2024-05-11
10836,3666,3435,11.78,486.01,5725.2,2024-07-27
10837,58,1492,22.27,889.8,19815.85,2023-10-21
10838,4498,3002,15.94,754.24,12022.59,2023-12-27
10839,258,121,14.31,932.17,13339.35,2023-06-23
10840,2402,1591,18.03,751.48,13549.18,2023-05-19
10841,1526,1330,9.27,587.16,5442.97,2023-05-05
10842,3150,4936,12.81,372.83,4775.95,2024-11-15
10843,3735,2127,20.27,680.89,13801.64,2024-02-12
10844,3625,2921,18.33,361.95,6634.54,2023-03-09
10845,2015,4736,13.74,764.06,10498.18,2024-01-09
10846,1164,733,18.94,913.76,17306.61,2023-11-26
10847,3331,2443,6.1,419.26,2557.49,2023-05-29
10848,80,1783,12.77,352.65,4503.34,2023-07-22
10849,4282,2114,12.28,937.54,11512.99,2023-06-10
10850,922,4409,10.64,477.13,5076.66,2023-08-16
10851,2399,4124,16.56,523.14,8663.2,2023-03-09
10852,878,3483,9.41,356.13,3351.18,2024-09-07
10853,127,2592,21.19,394.76,8364.96,2023-08-23
10854,584,3089,5.94,410.56,2438.73,2024-05-02
10855,4507,3180,19.39,808.19,15670.8,2024-12-16
10856,2008,1894,10.82,777.75,8415.26,2024-11-14
10857,2704,1907,22.35,718.68,16062.5,2023-11-14
10858,2670,140,16.0,406.08,6497.28,2023-05-02
10859,4086,3446,22.61,515.68,11659.52,2023-09-23
10860,4142,4795,20.37,443.28,9029.61,2024-03-10
10861,3871,2022,22.11,423.37,9360.71,2024-07-19
10862,911,1121,11.74,796.68,9353.02,2024-07-13
10863,4037,2700,20.41,893.5,18236.33,2023-04-11
10864,4611,4078,7.68,705.37,5417.24,2024-06-02
10865,1268,3084,6.97,567.37,3954.57,2024-10-16
10866,4904,3784,5.91,752.87,4449.46,2023-06-14
10867,1258,2422,9.54,580.01,5533.3,2023-10-27
10868,3030,2296,13.7,792.89,10862.59,2024-03-08
10869,301,2934,20.46,631.14,12913.12,2023-03-08
10870,1668,501,13.83,366.39,5067.17,2024-05-27
10871,2160,3938,14.28,566.99,8096.62,2024-06-28
10872,3942,502,24.9,801.58,19959.34,2023-08-10
10873,1870,4343,6.95,540.83,3758.77,2023-01-17
10874,2429,598,20.53,883.2,18132.1,2023-11-05
10875,3761,1484,15.07,544.59,8206.97,2024-01-28
10876,2723,2127,6.0,687.57,4125.42,2024-02-08
10877,1209,3694,18.71,591.7,11070.71,2023-07-10
10878,375,3676,16.1,850.34,13690.47,2024-03-02
10879,3649,3091,13.57,431.66,5857.63,2024-11-30
10880,554,1692,9.14,636.94,5821.63,2023-12-13
10881,3285,3899,9.16,679.09,6220.46,2024-03-03
10882,1028,1785,18.83,564.88,10636.69,2024-06-25
10883,3893,4976,13.62,652.37,8885.28,2023-02-23
10884,248,2157,13.13,753.09,9888.07,2024-06-13
10885,3223,4845,23.37,663.99,15517.45,2024-11-26
10886,2742,3036,9.68,384.52,3722.15,2023-08-29
10887,209,4300,10.19,558.11,5687.14,2024-09-10
10888,4733,3426,20.44,634.56,12970.41,2023-03-27
10889,3682,3515,24.14,546.42,13190.58,2023-09-21
10890,2636,3371,20.53,538.56,11056.64,2024-04-06
10891,4878,3796,6.16,634.21,3906.73,2024-05-26
10892,1301,3575,19.21,556.56,10691.52,2023-03-20
10893,1977,4317,16.73,867.59,14514.78,2023-09-23
10894,1721,3297,7.94,458.56,3640.97,2023-05-14
10895,489,1443,14.11,473.75,6684.61,2023-06-29
10896,847,872,23.87,438.34,10463.18,2023-03-18
10897,4015,3490,21.72,848.08,18420.3,2024-09-13
10898,3465,1347,7.41,645.09,4780.12,2023-02-28
10899,4450,3048,20.59,444.57,9153.7,2023-04-27
10900,3311,4728,10.78,852.29,9187.69,2024-07-20
10901,849,3481,9.65,574.88,5547.59,2024-08-15
10902,1468,1534,5.16,700.71,3615.66,2023-01-31
10903,4659,4503,22.97,798.13,18333.05,2023-01-15
10904,2181,1511,6.91,937.58,6478.68,2024-11-25
10905,635,497,12.95,647.27,8382.15,2024-03-08
10906,3692,3806,15.93,871.01,13875.19,2023-01-20
10907,659,3278,23.43,833.73,19534.29,2023-07-18
10908,2806,89,13.91,817.12,11366.14,2023-02-03
10909,1514,3386,10.82,468.97,5074.26,2024-04-14
10910,3087,4732,8.67,900.09,7803.78,2023-08-18
10911,3610,1310,22.06,867.82,19144.11,2024-07-30
10912,1980,4549,10.57,616.16,6512.81,2023-01-06
10913,267,3258,15.8,924.74,14610.89,2023-11-29
10914,2866,4506,10.2,443.76,4526.35,2023-11-29
10915,4954,1843,7.17,712.17,5106.26,2023-05-11
10916,4041,1477,14.24,444.8,6333.95,2024-07-07
10917,4691,966,22.22,446.04,9911.01,2024-02-01
10918,2446,4614,9.44,741.33,6998.16,2024-03-15
10919,3439,3708,6.19,848.27,5250.79,2024-02-09
10920,3717,1362,17.92,844.44,15132.36,2024-07-20
10921,1683,4818,17.89,563.54,10081.73,2024-05-15
10922,4804,3061,10.3,799.35,8233.31,2023-01-24
10923,4474,3563,14.05,350.34,4922.28,2023-11-05
10924,4057,2977,21.32,601.22,12818.01,2024-02-27
10925,366,4470,21.93,363.02,7961.03,2023-01-11
10926,4629,1408,18.3,903.42,16532.59,2024-09-01
10927,637,3043,5.93,461.7,2737.88,2023-11-03
10928,267,2290,22.64,492.92,11159.71,2023-09-23
10929,4791,1845,15.84,898.32,14229.39,2023-06-27
10930,1577,2026,22.98,559.1,12848.12,2023-07-31
10931,2005,2929,8.47,924.44,7830.01,2023-03-10
10932,2715,2819,5.81,835.75,4855.71,2023-03-02
10933,1854,2766,7.27,880.84,6403.71,2023-10-18
10934,274,1852,11.57,780.75,9033.28,2024-02-19
10935,4590,2334,16.62,837.9,13925.9,2024-12-12
10936,2012,1579,20.67,724.27,14970.66,2023-06-16
10937,1338,4851,10.89,497.77,5420.72,2024-03-12
10938,219,2842,7.65,837.11,6403.89,2024-07-31
10939,1889,1004,19.93,673.02,13413.29,2023-05-10
10940,2214,742,21.63,823.2,17805.82,2023-06-15
10941,2731,4903,22.59,384.52,8686.31,2024-02-07
10942,4925,1097,11.26,874.74,9849.57,2023-02-27
10943,4067,3289,7.36,495.64,3647.91,2023-07-22
10944,4817,3045,6.51,625.87,4074.41,2023-10-12
10945,3146,1494,8.2,893.85,7329.57,2024-09-01
10946,762,4640,20.5,510.92,10473.86,2023-07-28
10947,802,4801,23.03,555.14,12784.87,2023-05-16
10948,1877,819,8.62,617.8,5325.44,2024-05-08
